track,artist,danceability,energy,speechiness,valence
The Pretender,Foo Fighters,0.433,0.959,0.0431,0.365
I'm A King,P$C Featuring T.I. & Lil Scrappy,0.73,0.483,0.327,0.535
Nocturnal,The Black Dahlia Murder,0.302,0.984,0.125,0.165
Somewhere I Belong,Linkin Park,0.451,0.951,0.0645,0.442
I Will...But,SHeDAISY,0.675,0.837,0.0354,0.888
Shake Your Bon-Bon,Ricky Martin,0.638,0.937,0.0444,0.762
Your Man,Josh Turner,0.744,0.637,0.0241,0.785
He Can't Love U,Jagged Edge,0.721,0.836,0.206,0.508
in vain,Georg Friedrich Haas,0.157,0.0941,0.0394,0.0246
Ammunition,Synapscape,0.165,0.582,0.0807,0.0754
Where The Party At,Jagged Edge With Nelly,0.596,0.661,0.226,0.86
The Little Girl,John Michael Montgomery,0.658,0.434,0.025,0.218
P.I.M.P.,50 Cent,0.7,0.758,0.342,0.889
Streetcorner Symphony,Rob Thomas,0.633,0.886,0.0456,0.753
Everybody Wants To Go To Heaven,Kenny Chesney With The Wailers,0.705,0.693,0.155,0.555
"December, 1963 (Oh, What a Night) - 2006 Remaster",Frankie Valli & The Four Seasons,0.728,0.592,0.0251,0.965
The Quidditch World Cup,Patrick Doyle,0.389,0.539,0.0563,0.355
When Love Takes Over,David Guetta Featuring Kelly Rowland,0.674,0.862,0.0253,0.5
Serpents in Paradise,Avantasia,0.473,0.968,0.0674,0.319
In Noctem,Nicholas Hooper,0.283,0.0575,0.0442,0.0362
"So Far, So Good... So What",CIV,0.512,0.93,0.0664,0.75
Universal Mind Control,Common Featuring Pharrell,0.868,0.92,0.055,0.694
Dope House Intro,South Park Mexican,0.642,0.705,0.195,0.201
Cleaning This Gun (Come On In Boy),Rodney Atkins,0.514,0.798,0.0494,0.677
"Look On The Bright Side Of Life (All Things Dull And Ugly) - From ""Life Of Brian"" Original Motion Picture Soundtrack",Monty Python,0.691,0.528,0.194,0.693
Can't Get You Out Of My Head,Kylie Minogue,0.645,0.578,0.0459,0.459
Bűnöm A Rock,Kalapács,0.516,0.986,0.12,0.436
Show Me What I'm Looking For,Carolina Liar,0.449,0.864,0.0378,0.355
The Serpent's Nemeton,Opera IX,0.0597,0.872,0.0679,0.151
Journey Through The Valley Of O,Relatively Clean Rivers,0.519,0.721,0.0675,0.378
Umbrella,Rihanna Featuring Jay-Z,0.583,0.829,0.134,0.575
Glorious & Divine,Revolution Renaissance,0.487,0.963,0.0452,0.505
Mockingbird,Eminem,0.637,0.678,0.266,0.254
A Country Boy Can Survive (Y2K Version),Chad Brock With Hank Williams Jr. & George Jones,0.669,0.592,0.0317,0.51
Blood Red Sentimental Blues,Cotton Jones,0.566,0.716,0.0253,0.679
When I See U,Fantasia,0.569,0.596,0.171,0.757
Ska-Boom!,The Fad,0.478,0.973,0.0485,0.865
We'rewolf,Every Time I Die,0.26,0.974,0.144,0.427
Lollipop,Lil Wayne Featuring Static Major,0.829,0.428,0.083,0.448
Electricity (as made famous by OMD),Apoptygma Berzerk,0.567,0.98,0.0315,0.67
Metal Heart,Cat Power,0.449,0.418,0.0294,0.232
"Elegies (1997) for Mezzo-Soprano, Baritone and Orchestra: V. In paradisum",Richard Danielpour,0.153,0.0458,0.0416,0.0329
We Weren't Crazy,Josh Gracin,0.418,0.84,0.041,0.659
Waste of Love,Ashbury Heights,0.555,0.755,0.0624,0.61
Be Like That,3 Doors Down,0.484,0.671,0.0247,0.288
I Love You,Faith Evans,0.489,0.757,0.0926,0.567
Polka Dots And Moonbeams - Rudy Van Gelder/24 Bit Mastering/1998 Digital Remaster,Bud Powell,0.552,0.171,0.0544,0.152
Hit That,The Offspring,0.704,0.809,0.0321,0.962
Fighter,Christina Aguilera,0.435,0.92,0.201,0.45
I Can't Sleep,Clay Walker,0.614,0.619,0.0229,0.278
Savior,Rise Against,0.339,0.931,0.062,0.467
Keelhauled,Alestorm,0.476,0.967,0.16,0.575
My Life,The Game Featuring Lil Wayne,0.673,0.766,0.349,0.382
"4 Cornish Dances, Op. 91: Four Cornish Dances, Op. 91: No. 2. Andantino",Malcolm Arnold,0.105,0.0315,0.0414,0.0349
Fallen,Sarah McLachlan,0.503,0.492,0.0357,0.352
Love Like Winter,AFI,0.592,0.914,0.0468,0.524
Let's Get Dirty (I Can't Get In Da Club),Redman Featuring DJ Kool,0.539,0.966,0.433,0.432
Celebrity,Brad Paisley,0.643,0.837,0.0316,0.787
Do You Run Away Now - Techno Kingdom Mix,Cappella,0.716,0.736,0.0319,0.617
Every Other Time,LFO,0.689,0.922,0.0372,0.72
Why They Call It Falling,Lee Ann Womack,0.562,0.292,0.0284,0.235
Soultrain,Scooter,0.522,0.918,0.0402,0.247
Lost One,Jay-Z Featuring Chrisette Michele,0.806,0.686,0.156,0.63
My Girl Hates My Heroin,The Stooges,0.168,0.596,0.0469,0.493
Summer Love,Justin Timberlake,0.606,0.591,0.087,0.477
What A Beautiful Day,Chris Cagle,0.576,0.814,0.0363,0.766
The Book of Heavy Metal (March of the Metallians),Dream Evil,0.386,0.944,0.0941,0.374
Starry Eyed Surprise,Oakenfold Featuring Shifty Shellshock,0.721,0.794,0.132,0.562
Let Me Love You,Mario,0.656,0.578,0.0922,0.556
Customer,Raheem DeVaughn,0.635,0.518,0.0439,0.513
Keg In The Closet,Kenny Chesney,0.654,0.901,0.0477,0.73
Put A Girl In It,Brooks & Dunn,0.589,0.953,0.0619,0.772
Find Out Who Your Friends Are,Tracy Lawrence,0.524,0.797,0.0329,0.783
Hot N Cold,Katy Perry,0.706,0.841,0.0418,0.861
Love Rhymes With Hideous Car Wreck,The Blood Brothers,0.536,0.7,0.0522,0.611
Hold On,Jonas Brothers,0.472,0.892,0.135,0.813
Only Time,Enya,0.418,0.249,0.0301,0.213
You Are God - House Of Worship Album Version,Twila Paris,0.412,0.446,0.0286,0.167
Gloves,The Horrors,0.36,0.924,0.0672,0.44
Good Luck Charm,Jagged Edge,0.634,0.653,0.0689,0.5
Because Of You,Kelly Clarkson,0.583,0.584,0.0314,0.136
What Is It,Baby Bash Featuring Sean Kingston,0.738,0.755,0.0391,0.19
Don't Let Me Get Me,P!nk,0.621,0.849,0.0771,0.62
Intro,The American Dollar,0.117,0.0495,0.0341,0.122
Steine Sind Steine,And One,0.635,0.752,0.0385,0.961
Little Wonders,Rob Thomas,0.333,0.61,0.0368,0.281
Threnody,Goldmund,0.217,0.00572,0.0394,0.174
Something More,Sugarland,0.613,0.857,0.0545,0.349
Fire! Battle! In Metal!,Dream Evil,0.337,0.99,0.151,0.126
Vinarada,Mysore Nagaraj,0.393,0.369,0.293,0.543
Angels In Waiting,Tammy Cochran,0.691,0.366,0.028,0.278
American Hearts,Piebald,0.371,0.965,0.119,0.384
Absolute,The Fray,0.413,0.836,0.0371,0.503
"Girls, Girls, Girls",JAY-Z,0.509,0.952,0.336,0.7
Sugar,SDIB,0.811,0.456,0.0353,0.627
Wah Lee Bomp Dee Bomp,Metal Boys,0.647,0.659,0.0348,0.831
This Is Me,Demi Lovato & Joe Jonas,0.421,0.821,0.0372,0.594
Silence Is Golden - 2006 Remaster,Frankie Valli & The Four Seasons,0.528,0.499,0.0257,0.306
Schilflied (Reed Song),Ernst Bacon,0.39,0.0674,0.0465,0.0699
I Couldn't Beat The Rap,Dizzy Gillespie,0.567,0.214,0.129,0.639
Thaalam - Version 2,Job Kurian,0.323,0.333,0.0316,0.297
Feelin' On Yo Booty,R. Kelly,0.737,0.258,0.0528,0.83
U & Dem - House Dub Mix,Seven Dub,0.745,0.598,0.0754,0.654
Bug A Boo,Destiny's Child,0.76,0.718,0.147,0.927
Dance Till Dawn,Heartsrevolution,0.699,0.919,0.041,0.451
Feels Like Tonight,Daughtry,0.483,0.907,0.045,0.352
Tonight I Wanna Cry,Keith Urban,0.579,0.385,0.0256,0.145
Good Enough to Keep Me,Willie Clayton,0.678,0.643,0.0441,0.415
Feelin' Way Too Damn Good,Nickelback,0.51,0.818,0.0415,0.395
Until The Morning,Thievery Corporation,0.6,0.432,0.05,0.276
"Solstice, Part 1: Garden Of The Sun",Lou Harrison,0.17,0.0672,0.0405,0.178
Clothes Off!!,Gym Class Heroes,0.761,0.69,0.11,0.742
Hey There Delilah,Plain White T's,0.657,0.291,0.0293,0.298
Who The F*** Is That?,Dolla Featuring T-Pain & Tay Dizm,0.839,0.508,0.0879,0.559
The Ministry of Magic,Nicholas Hooper,0.229,0.0476,0.0317,0.0442
Kodou,Dir En Grey,0.5,0.892,0.0624,0.583
Chris Rock,Trulz & Robin,0.814,0.696,0.062,0.272
Hold On,Good Charlotte,0.424,0.937,0.0769,0.156
Get By,Talib Kweli,0.662,0.928,0.377,0.775
Too Many Rappers,Beastie Boys Featuring Nas,0.627,0.872,0.158,0.548
Rose Room,Pee Wee Russell,0.533,0.728,0.115,0.558
Sink Venice,Ikara Colt,0.101,0.939,0.136,0.189
I Will Return,The Black Dahlia Murder,0.441,0.98,0.114,0.0964
Word Hold on (Children of the Sky) [Radio Edit],Bob Sinclar,0.738,0.932,0.0959,0.624
Wrapped Around,Brad Paisley,0.616,0.758,0.0434,0.447
Condemning Race,Ryan's Hope,0.412,0.934,0.141,0.534
The Land of Hope and Glory,Turisas,0.179,0.84,0.0857,0.357
Son Of A Gun,"Janet Featuring Missy Elliott, P. Diddy & Carly Simon",0.887,0.759,0.274,0.488
Drift,Jan Jelinek,0.859,0.315,0.107,0.153
All Eyez On Me,Monica,0.758,0.739,0.0405,0.848
Happy?,Mudvayne,0.546,0.971,0.0965,0.383
Furtive Monologue,Despised Icon,0.381,0.964,0.146,0.405
This Everyday Love,Rascal Flatts,0.673,0.812,0.0468,0.96
Hip-Hop Music,Phanatik,0.567,0.85,0.351,0.714
Ain't No Rest For The Wicked,Cage The Elephant,0.634,0.849,0.105,0.919
Peaches & Cream,112,0.677,0.52,0.334,0.768
Mustang Nismo,Brian Tyler,0.647,0.666,0.0758,0.299
Folk Melody (based on Rabindra Sangeet),Tarun Bhattacharya,0.429,0.532,0.0316,0.48
3 Little Words,Nu Flavor,0.709,0.469,0.0278,0.256
Mistletoe,Colbie Caillat,0.573,0.452,0.0279,0.314
True Metal of the World,NanowaR of Steel,0.367,0.854,0.0702,0.423
Bloodstain,Pulley,0.506,0.953,0.0554,0.81
Ljósið,Ólafur Arnalds,0.482,0.149,0.0288,0.281
Happy,Liam Lynch,0.735,0.715,0.0695,0.978
Somebody,Reba McEntire,0.544,0.169,0.0283,0.39
Massage Situation,Flying Lotus,0.603,0.606,0.0688,0.403
Mr. Brightside,The Killers,0.356,0.924,0.0808,0.232
"You're Gonna Go Far, Kid",The Offspring,0.55,0.917,0.0638,0.601
Touma Rap,Oumou Dioubate,0.788,0.757,0.0367,0.879
I Love You,Dru Hill,0.369,0.677,0.0652,0.567
Trono del Metal,Warcry,0.377,0.935,0.0796,0.263
Would You?,Richard Swift,0.418,0.549,0.0353,0.361
You Don't Know My Name,Alicia Keys,0.263,0.663,0.19,0.25
The Enemy Guns,DeVotchKa,0.52,0.839,0.107,0.563
Into You,Fabolous Featuring Tamia Or Ashanti,0.677,0.531,0.0327,0.57
Circus,Britney Spears,0.791,0.733,0.052,0.761
My Sister,Reba McEntire,0.56,0.614,0.0418,0.526
It Was,Chely Wright,0.53,0.563,0.0348,0.64
Settle For A Slowdown,Dierks Bentley,0.533,0.665,0.0317,0.212
Always On Your Side,Sheryl Crow & Sting,0.519,0.553,0.0264,0.251
Becoming the Bull,Atreyu,0.488,0.936,0.0699,0.398
Charlotte Mittnacht (The Fabulous Destiny Of&),DeVotchKa,0.192,0.352,0.0368,0.387
When Your Heart Stops Beating,(+44),0.416,0.967,0.109,0.431
B.Y.O.B.,System Of A Down,0.556,0.981,0.128,0.716
Journeyman - 2015 Remaster,Iron Maiden,0.188,0.628,0.0353,0.308
Underneath Your Clothes,Shakira,0.616,0.597,0.0415,0.362
Snoop Dogg,Snoop Dogg,0.856,0.804,0.231,0.83
I Do!!,Toya,0.781,0.583,0.0628,0.91
Uso,SID,0.437,0.945,0.0611,0.85
Notorious B.I.G.,The Notorious B.I.G. Featuring Puff Daddy & Lil' Kim,0.889,0.816,0.247,0.777
O2,ORANGE RANGE,0.51,0.946,0.0848,0.811
Immortal Sorcery,Absu,0.177,0.988,0.0996,0.0312
Punk Rock Academy (Live),Atom And His Package,0.669,0.824,0.207,0.563
Lust For Life,Girls,0.25,0.705,0.0313,0.458
"Serenata concertante in E Minor, Op. 105: V. Allegro ma non tanto",Anton Diabelli,0.426,0.0527,0.0469,0.184
Concubine,Converge,0.206,0.968,0.201,0.187
Blood in the Water,'Legally Blonde' Ensemble,0.578,0.293,0.479,0.51
Unpredictable,Jamie Foxx Featuring Ludacris,0.734,0.599,0.197,0.772
Banana Boat (Day-O) - Remastered,Harry Belafonte,0.639,0.0996,0.0992,0.359
Shoulda Woulda Coulda - Blacksmith R&B Rub; feat. Know ?uestion,Beverley Knight,0.766,0.687,0.118,0.685
Rakkaudesta Sotaan,Sotajumala,0.46,0.995,0.19,0.0489
Drugs Or Jesus,Tim McGraw,0.498,0.673,0.0268,0.278
Norsk Black Metal,Red Warszawa,0.632,0.923,0.0978,0.618
Signs Of Love Makin',Tyrese,0.687,0.363,0.0857,0.519
Hey Mama,The Black Eyed Peas,0.865,0.877,0.239,0.942
All over You,The Spill Canvas,0.554,0.941,0.0347,0.524
Black Metal - Re-Recorded Version,Venom,0.213,0.988,0.0945,0.176
Hypnotize,System Of A Down,0.274,0.92,0.0489,0.0397
"Mozart / Arr Grieg: Piano Sonata No. 16 in C Major, K. 545: I. Allegro (Arr. Grieg for 2 Pianos) [Live]",Wolfgang Amadeus Mozart,0.401,0.14,0.0338,0.326
The Struggle,The Dead Texan,0.348,0.0386,0.0334,0.0368
I Do (Wanna Get Close To You),3LW Featuring P. Diddy & Loon,0.836,0.491,0.19,0.862
Karukarethoru,Mohanlal,0.721,0.578,0.254,0.958
Complicated,Avril Lavigne,0.585,0.776,0.0459,0.427
He Said She Said,Ashley Tisdale,0.694,0.709,0.103,0.566
The Glory of Rome,Avantasia,0.442,0.941,0.0482,0.365
No Letting Go,Wayne Wonder,0.495,0.819,0.0444,0.318
What You Got,Colby O'Donis Featuring Akon,0.775,0.641,0.038,0.305
"Deep, Deep",Have A Nice Life,0.415,0.962,0.0654,0.241
Avril 14th,Aphex Twin,0.558,0.0259,0.0458,0.37
Blood On Your Hands,Blessed By A Broken Heart,0.463,0.885,0.064,0.0823
If I Am,Nine Days,0.223,0.902,0.0579,0.539
Dope House Family,South Park Mexican,0.764,0.72,0.0976,0.515
Say Aah,Trey Songz Featuring Fabolous,0.724,0.87,0.113,0.81
With You,Chris Brown,0.662,0.693,0.0698,0.655
My Will Be Done,Unearth,0.219,0.921,0.0787,0.535
Rock This Town,Daniel Johnston,0.52,0.845,0.0467,0.488
Better Than Me,Hinder,0.449,0.682,0.029,0.254
Blue Ridge Mountain Blues,Bill Monroe,0.611,0.777,0.0684,0.873
Bad Girl,New York Dolls,0.351,0.928,0.0504,0.196
Pop 4,GAS,0.479,0.744,0.0352,0.714
Leave The World Behind - Dimitri Vegas & Like Mike vs. SHM Dark Forest Edit,Axwell,0.737,0.713,0.139,0.139
To Thee We Sing (bulgarian Chant),Sretenyie,0.146,0.153,0.0533,0.0386
Kanulu Palikey,Karthik,0.754,0.697,0.0321,0.706
What Hurts The Most,Cascada,0.572,0.985,0.111,0.254
Shaker Loops (version for string orchestra): A Final Shaking,John Adams,0.222,0.0381,0.0459,0.0847
C'est peut-être,Mon Cote Punk,0.595,0.488,0.0403,0.573
(If You're Wondering If I Want You To) I Want You To,Weezer,0.695,0.873,0.0392,0.799
Girl Tonite,Twista Featuring Trey Songz,0.668,0.724,0.0536,0.318
Long Time Gone,Dixie Chicks,0.549,0.693,0.0311,0.819
Hey Black Ho Ya White,Himesh Reshammiya,0.658,0.948,0.0451,0.797
#1,Nelly,0.692,0.588,0.306,0.45
Duffle Bag Boy,Playaz Circle Featuring Lil Wayne,0.66,0.65,0.227,0.685
Small Town USA,Justin Moore,0.593,0.601,0.029,0.531
Dressed For Friend Requests,"Drop Dead, Gorgeous",0.188,0.889,0.119,0.138
The Clown,Novalis Deux,0.528,0.961,0.0803,0.602
Darkness and Death,Watain,0.254,0.849,0.164,0.0593
Mary Mac,Beatnik Turtle,0.461,0.936,0.112,0.78
Amesoeurs,Amesoeurs,0.482,0.637,0.0266,0.404
Wasting My Time,Default,0.449,0.776,0.0322,0.198
Right Round,Flo Rida,0.72,0.672,0.0551,0.705
Zombie Jamboree (Back To Back),Harry Belafonte,0.718,0.708,0.15,0.95
Kill The Music,Every Time I Die,0.308,0.987,0.147,0.434
Todo se transforma,Jorge Drexler,0.761,0.488,0.043,0.682
X,Xzibit,0.936,0.678,0.21,0.822
The Crystal Palace,Forlorn,0.423,0.954,0.0786,0.0639
Alyssa Lies,Jason Michael Carroll,0.496,0.602,0.0265,0.398
Wonderful,Ja Rule Featuring R. Kelly & Ashanti,0.638,0.853,0.127,0.834
"Fire Above, Ice Below",Agalloch,0.4,0.871,0.0506,0.126
Ten,Parts & Labor,0.0858,0.929,0.138,0.12
Walk A Little Straighter,Billy Currington,0.56,0.41,0.0259,0.187
El Orden del Universo - Gravy Indie Union Remix,D3ndron,0.779,0.946,0.0636,0.604
You're My Better Half,Keith Urban,0.655,0.747,0.0333,0.613
Shakara,Fela Kuti,0.648,0.713,0.0421,0.611
Leaving This,Novembers Doom,0.165,0.689,0.0327,0.0883
Hate It Or Love It,The Game Featuring 50 Cent,0.802,0.785,0.207,0.435
Neva Eva,Trillville,0.777,0.81,0.0462,0.787
Sognare,División Minúscula,0.568,0.734,0.0279,0.642
Over You,Daughtry,0.423,0.922,0.0411,0.567
Pretty Wings,Maxwell,0.563,0.402,0.0668,0.2
Dance of Lust,Freakshow,0.452,0.983,0.0694,0.556
Last Resort,Papa Roach,0.589,0.89,0.0603,0.692
Rock Discreetly,Rhune Kincaid,0.531,0.91,0.13,0.266
Willst du mich für immer - Dance Remix,Michelle,0.691,0.839,0.0263,0.806
Metal Firecracker,Lucinda Williams,0.585,0.656,0.038,0.717
Pull Over,Trina,0.955,0.768,0.181,0.741
Like Red On A Rose,Alan Jackson,0.598,0.315,0.0282,0.172
Shake That Monkey,Too Short Featuring Lil Jon & The East Side Boyz,0.937,0.695,0.134,0.457
Mass of Lords,Jon Kennedy,0.625,0.944,0.0457,0.637
Evaroora - Mohanam - Misra Chappu,Neyyattinkara Vasudevan,0.577,0.657,0.113,0.298
Size Matters (Someday),Joe Nichols,0.562,0.754,0.0392,0.676
You'll Think Of Me,Keith Urban,0.581,0.49,0.0355,0.454
While You Loved Me,Rascal Flatts,0.504,0.596,0.0279,0.168
Snap Yo Fingers,Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,0.835,0.757,0.23,0.626
"Bump, Bump, Bump",B2K & P. Diddy,0.833,0.681,0.215,0.887
Funeralopolis,Electric Wizard,0.0811,0.658,0.051,0.251
The Hardcore Massive,Scooter,0.688,0.995,0.0568,0.159
The Way I Live,Baby Boy Da Prince Featuring Lil Boosie,0.88,0.438,0.248,0.714
Stole,Kelly Rowland,0.649,0.718,0.0594,0.477
Infinity,The xx,0.626,0.267,0.0301,0.142
A Brief Walk in the Sea,Near The Parenthesis,0.157,0.58,0.0438,0.183
Afterhours - deadmau5 Electro House Remix,Melleefresh,0.829,0.672,0.128,0.621
Bludgeoned to Death,Suicide Silence,0.271,0.985,0.127,0.316
"Collage #1 (""Blue Suede"")",James Tenney,0.31,0.707,0.509,0.37
Oxygen Corrosion,Insect Warfare,0.222,0.994,0.125,0.0247
That's How Country Boys Roll,Billy Currington,0.677,0.919,0.0344,0.902
Taste of Blood,Slaughter Lord,0.191,0.989,0.329,0.0377
Then They Do,Trace Adkins,0.448,0.453,0.0286,0.359
ObZen,Meshuggah,0.149,0.999,0.114,0.322
Walking On A Dream,Empire of the Sun,0.87,0.699,0.0459,0.726
U Remind Me,Usher,0.657,0.629,0.0782,0.726
Sheena Is A Parasite,The Horrors,0.267,0.932,0.158,0.411
Rock of Gibraltar,Trumans Water,0.158,0.839,0.086,0.134
Could It Be,Jaheim,0.655,0.553,0.0891,0.531
Death Metal,Vader,0.214,0.959,0.123,0.298
Beer For My Horses,Toby Keith Duet With Willie Nelson,0.717,0.85,0.0473,0.805
Sen No Yoru Wo Koete,Aqua Timez,0.377,0.777,0.0307,0.519
Balla Baby,Chingy,0.928,0.643,0.0759,0.895
I'm a Metal Head (Reprise),Apokalyptic Raids,0.266,0.949,0.0531,0.232
Locked Up,Akon Featuring Styles P.,0.828,0.58,0.0941,0.407
I,Benn Jordan,0.268,0.346,0.0307,0.376
Even The Sand Is Made Of Seashells,Thursday,0.289,0.781,0.037,0.194
Honey,Erykah Badu,0.399,0.802,0.35,0.437
Exterminate Annihilate Destroy,Rotersand,0.574,0.921,0.0695,0.257
If I Had Eyes,Jack Johnson,0.794,0.569,0.0371,0.706
Barlights,fun.,0.553,0.724,0.067,0.508
Can't Hold Us Down,Christina Aguilera Featuring Lil' Kim,0.859,0.658,0.192,0.538
Ain’t No Punk,Do Or Die,0.862,0.633,0.121,0.246
Main Naiyon Bolna,Bally Sagoo,0.818,0.517,0.108,0.52
You're Beautiful,James Blunt,0.66,0.183,0.068,0.218
Yo (Excuse Me Miss),Chris Brown,0.536,0.612,0.272,0.57
If You Ever Stop Loving Me,Montgomery Gentry,0.443,0.885,0.0414,0.536
She Never Cried In Front Of Me,Toby Keith,0.458,0.621,0.0306,0.34
Get The Party Started,P!nk,0.802,0.904,0.0459,0.961
We Made You,Eminem,0.924,0.853,0.0792,0.67
Oklahoma,Billy Gilman,0.42,0.268,0.0332,0.27
She Let Herself Go,George Strait,0.659,0.572,0.0252,0.386
Big Girls Don't Cry,Fergie,0.708,0.641,0.0336,0.253
Sweet And Low,Augustana,0.443,0.727,0.0315,0.407
Djazeria,Mon Cote Punk,0.729,0.749,0.208,0.793
Already Gone,Sugarland,0.48,0.596,0.03,0.332
After Party,Koffee Brown,0.802,0.552,0.0503,0.601
I Love Rock,Oneida,0.131,0.949,0.12,0.148
Never Wanted Nothing More,Kenny Chesney,0.528,0.742,0.0526,0.746
At The End Of The Day,Amon Tobin,0.465,0.78,0.0323,0.329
Bizarre Disco Junky,Synapscape,0.331,0.752,0.11,0.286
Suspended by the Throat,Job For A Cowboy,0.304,0.957,0.203,0.299
Velonica,Aqua Timez,0.489,0.914,0.0483,0.545
You Can't Take The Honky Tonk Out Of The Girl,Brooks & Dunn,0.574,0.949,0.0383,0.755
January 1979,mewithoutYou,0.453,0.956,0.0666,0.269
Living to Die,Vision Of Disorder,0.248,0.881,0.076,0.347
Touch My Body,Mariah Carey,0.715,0.665,0.0502,0.84
Slaughtered Corpse,Slaughter Lord,0.172,0.889,0.0851,0.174
The Aftermath,Origin,0.366,0.94,0.116,0.142
Dumbledore's Farewell,Nicholas Hooper,0.237,0.062,0.0513,0.0357
(David Bowie I Love You) Since I Was Six,The Brian Jonestown Massacre,0.201,0.647,0.0363,0.32
Do You Want To,Franz Ferdinand,0.413,0.942,0.0453,0.759
Walking On A Dream,Empire of the Sun,0.87,0.699,0.0459,0.726
Swear It Again,Westlife,0.626,0.532,0.0276,0.33
Your Body,Pretty Ricky,0.838,0.594,0.113,0.507
Jupiter Room - Martian Assault Edit,Digitalism,0.872,0.677,0.246,0.324
Get'cha Head In The Game,Andrew Seeley,0.799,0.946,0.236,0.288
U Understand,Juvenile,0.901,0.829,0.146,0.674
My Way,Limp Bizkit,0.576,0.864,0.0462,0.609
Hero,Chad Kroeger Featuring Josey Scott,0.427,0.843,0.0364,0.304
Rock del gato - Vivo,Ratones Paranoicos,0.483,0.967,0.0778,0.629
Looking For You,Kirk Franklin,0.81,0.72,0.0503,0.805
Dream On,Depeche Mode,0.811,0.563,0.0412,0.631
Russian Roulette,Rihanna,0.48,0.486,0.0447,0.265
I'll Be Waiting,Lenny Kravitz,0.677,0.452,0.0332,0.595
Maula Mere Maula,Roop Kumar Rathod,0.548,0.737,0.0386,0.412
Why,Derdian,0.463,0.551,0.0317,0.229
The Pilgrim - 2015 Remaster,Iron Maiden,0.308,0.934,0.0606,0.541
Keep Holding On,Avril Lavigne,0.274,0.786,0.0333,0.146
Insatiable,Darren Hayes,0.67,0.847,0.0545,0.852
O Gladsome Radience (kiev-pechersk Chant),Kiev Theological Academy & Seminary choir,0.105,0.0694,0.0393,0.0362
Calling All Angels,Train,0.454,0.839,0.0441,0.529
Touch It,Busta Rhymes,0.641,0.615,0.389,0.411
When You Were Young,The Killers,0.467,0.988,0.112,0.321
Akkam Pakkam,Sadhana Sargam,0.773,0.628,0.0425,0.588
She's Country,Jason Aldean,0.553,0.872,0.0782,0.638
Few and Far Between,Shutdown,0.42,0.973,0.142,0.336
Pushin' Me Away,Jonas Brothers,0.473,0.903,0.0678,0.452
Sick Of Being Lonely,Field Mob,0.692,0.921,0.105,0.856
Problematic,All,0.434,0.989,0.182,0.328
Just LIke Dr. Jones,International Superheroes Of Hardcore,0.179,0.868,0.0648,0.531
Always On Time,Ja Rule Featuring Ashanti,0.84,0.706,0.2,0.839
The Next Episode,Dr. Dre Featuring Snoop Dogg,0.922,0.909,0.27,0.309
"Terzett, Op. 10: II. Dreher",Joseph Küffner,0.502,0.0526,0.0443,0.325
You'll Be There,George Strait,0.583,0.481,0.0276,0.172
Poppin',Chris Brown Featuring Jay Biz,0.767,0.419,0.0369,0.547
Ganesh Vandana,Brahmins,0.428,0.463,0.0436,0.0701
Grind With Me,Pretty Ricky,0.7,0.538,0.045,0.189
Bootylicious,Destiny's Child,0.835,0.833,0.284,0.586
"Serenata concertante in E Minor, Op. 105: VI. Marcia- Allegro moderato - Artaria Trio",Anton Diabelli,0.519,0.0248,0.0567,0.397
Offering Chant - Unplugged,Lama Gyurme,0.467,0.102,0.0328,0.272
Offerrök,Fejd,0.507,0.932,0.0398,0.263
Three Cheers For Five Years,Mayday Parade,0.36,0.505,0.0314,0.382
Pachchadanamey,Hariharan,0.538,0.487,0.0643,0.521
I'm Throwed,Paul Wall Featuring Jermaine Dupri,0.739,0.777,0.239,0.756
Welcome To My Life,Simple Plan,0.421,0.858,0.0963,0.491
According To You,Orianthi,0.619,0.917,0.0507,0.552
Lights & Music,Cut Copy,0.601,0.947,0.0399,0.566
The Climb,Miley Cyrus,0.327,0.588,0.0336,0.329
Flashing Lights,Kanye West Featuring Dwele,0.639,0.628,0.0399,0.43
Wild West Show,Big & Rich,0.551,0.879,0.0378,0.293
1995,H2O,0.531,0.991,0.13,0.257
Kegyetlen asszony,Pokolgép,0.404,0.778,0.0365,0.821
Spirited Away - The Sixth Station,Joe Hisaishi,0.314,0.0273,0.0354,0.0399
Walk It Out,Unk,0.794,0.777,0.0813,0.706
Bowling For Peace,Prasanna,0.349,0.443,0.0328,0.657
